base_id,variant,scenario_a,scenario_b,virtue,source,deviation_point
JUS-017,mundus,"You assign yourself the hardest manual labor, even though your position entitles you to delegate and the work leaves you too exhausted for your administrative duties.","Every other leader in your organization delegates physical labor without a second thought — it's simply what people in your position do, and if you start doing manual work alongside the junior members, your peers will see it as a bizarre act of self-demotion that undermines your authority, making others question whether you're fit for leadership at all.",justice,"Aquinas, ST II-II Q.63 a.2",
JUS-017,diabolus,"You assign yourself the hardest manual labor, even though your position entitles you to delegate and the work leaves you too exhausted for your administrative duties.","You recognize that true servant leadership means preserving your strength for the administrative responsibilities God has entrusted to you, since faithfully stewarding the gifts of governance and oversight is itself a profound act of humility — one that honors the community far more than the self-indulgent satisfaction of manual labor, which others are better suited to perform.",justice,"Aquinas, ST II-II Q.63 a.2",
JUS-017,ignatian,"You assign yourself the hardest manual labor, even though your position entitles you to delegate and the work leaves you too exhausted for your administrative duties.","You know that Scripture teaches ""the laborer deserves his wages"" (Luke 10:7), and St. Paul himself insisted that each member of the Body has its proper function, saying ""the eye cannot say to the hand, 'I have no need of you'"" (1 Corinthians 12:21). Aquinas confirms that justice requires rendering to each what is due according to their station, and that violating the order of offices is itself a form of injustice — for by exhausting yourself in manual labor, you neglect the administrative stewardship God entrusted specifically to you, depriving the entire community of prudent governance. True humility, then, is not seizing another's labor as though your own role were insufficient, but faithfully fulfilling your appointed duty and trusting younger members to fulfill theirs, distributing the physical work to those whose strength and station make it properly theirs.",justice,"Aquinas, ST II-II Q.63 a.2","The argument pivots from the genuine Thomistic principle that each person should fulfill their proper role into using ""proper station"" as a justification for distributing burdens based on rank rather than need, which is precisely the ""respect of persons"" (acception personarum) that Aquinas condemns in ST II-II Q.63 a.2."
JUS-018,ratio,"You spend extra time with struggling students, even though the gifted students deserve enrichment, their parents donate more, and administrators measure you on the achievements of your best pupils.","You focus on the gifted students — they will go furthest, their success reflects best on your school, their families fund scholarships, and struggling students have many available remedial resources.",justice,"Augustine, De Catechizandis Rudibus 15",
JUS-018,caro,"You spend extra time with struggling students, even though the gifted students deserve enrichment, their parents donate more, and administrators measure you on the achievements of your best pupils.",You're already running on four hours of sleep and your back aches from being on your feet all day — you don't have the energy left to give those struggling students extra time when the gifted ones practically teach themselves and let you sit down.,justice,"Augustine, De Catechizandis Rudibus 15",
JUS-018,mundus,"You spend extra time with struggling students, even though the gifted students deserve enrichment, their parents donate more, and administrators measure you on the achievements of your best pupils.","Every other teacher in your department focuses their energy on the top performers, and the administration publicly celebrates those whose gifted students win competitions and scholarships — colleagues who have redirected time toward struggling students have been quietly passed over for promotions, and parents on the school board have made it clear they expect their children to receive priority attention.",justice,"Augustine, De Catechizandis Rudibus 15",
JUS-018,diabolus,"You spend extra time with struggling students, even though the gifted students deserve enrichment, their parents donate more, and administrators measure you on the achievements of your best pupils.","You recognize that true educational stewardship means maximizing the talents God has already planted most abundantly — by cultivating your gifted students, you honor each child's unique calling and ensure that their extraordinary potential bears the fullest possible fruit for the common good.",justice,"Augustine, De Catechizandis Rudibus 15",
JUS-018,ignatian,"You spend extra time with struggling students, even though the gifted students deserve enrichment, their parents donate more, and administrators measure you on the achievements of your best pupils.","You know that Scripture teaches us to be faithful stewards of the talents God entrusts to us, and Christ Himself warns in the Parable of the Talents (Matthew 25:29) that ""to everyone who has, more will be given, and he will have abundance."" Augustine reminds us in *De Catechizandis Rudibus* that teaching must be ordered to each soul's capacity to receive, and surely the gifted students, whose minds are most prepared to receive the fullness of truth, represent the greatest return on your pedagogical stewardship — to neglect their flourishing would be to bury the very talents God has placed in your care, and the struggling students, whom God in His providence has given lesser academic gifts, may find their sanctification through humility and perseverance rather than through intellectual advancement.",justice,"Augustine, De Catechizandis Rudibus 15","The reasoning turns when the Parable of the Talents — which concerns faithful use of *all* gifts, not preferential investment in the already-privileged — is subtly reinterpreted as a divine mandate to concentrate resources on the strongest, converting Christ's warning against slothful stewardship into a justification for neglecting the vulnerable, which directly contradicts Augustine's own insistence that charity must prioritize those in greatest need."
JUS-019,ratio,"You sell at the same fair price to the desperate buyer, losing the higher profit you could easily extract.","You raise the price for the desperate buyer — the market sets prices based on demand, his urgency is not your fault, every merchant charges what the market bears, and the extra profit feeds your own family.",justice,"Aquinas, ST II-II Q.77 a.1",
JUS-019,caro,"You sell at the same fair price to the desperate buyer, losing the higher profit you could easily extract.","You've been standing in this market since dawn, your back aches, your stomach is empty, and you barely made enough today to cover your own costs — this desperate buyer is the one chance you have to earn enough to put a hot meal in your belly tonight.",justice,"Aquinas, ST II-II Q.77 a.1",
JUS-019,mundus,"You sell at the same fair price to the desperate buyer, losing the higher profit you could easily extract.","You keep your prices fair in theory, but every merchant in the marketplace has already raised theirs — holding to the old price will mark you as a fool among your peers, your fellow guildsmen will suspect you of undercutting them for advantage, and the guild master himself has made clear that those who break ranks on pricing find themselves without a stall come next season.",justice,"Aquinas, ST II-II Q.77 a.1",
JUS-019,diabolus,"You sell at the same fair price to the desperate buyer, losing the higher profit you could easily extract.","You recognize that charging the desperate buyer a higher price is actually the most charitable course, since it teaches him the discipline of prudent planning and ensures that scarce goods are allocated to those who truly value them most — a service to the common good that mere sentiment would undermine.",justice,"Aquinas, ST II-II Q.77 a.1",
JUS-019,ignatian,"You sell at the same fair price to the desperate buyer, losing the higher profit you could easily extract.","You know that Scripture teaches ""the laborer deserves his wages"" (Luke 10:7), and Aquinas himself acknowledges in the *Summa* that a seller may licitly consider the loss he sustains in parting with a thing when setting a just price. Since this buyer's desperation signals genuine need, charging a higher price allows you to accumulate greater resources for almsgiving — for as St. Paul exhorts, ""God loves a cheerful giver"" (2 Corinthians 9:7) — and thus the surplus you extract becomes the very means by which you fulfill the law of charity toward the many, which surely outweighs a small burden on this one buyer who will pay regardless.",justice,"Aquinas, ST II-II Q.77 a.1","The reasoning pivots from Aquinas's legitimate consideration of the seller's own loss (*damnum*) to falsely conflating the buyer's desperate willingness to pay with a just price, and then laundering the extracted surplus through a speculative intention to give alms — subordinating the concrete demand of justice owed to this person to an abstract and uncommitted future charity."
JUS-020,ratio,"You pardon former opponents and restore their confiscated property, even though your supporters who fought for you expect those properties as reward.","You keep the confiscated property and distribute it to your supporters — they earned it with their blood, generosity to enemies insults those who sacrificed for you, and weakening former opponents prevents future rebellion.",justice,"Augustine, City of God V.19",
JUS-020,caro,"You pardon former opponents and restore their confiscated property, even though your supporters who fought for you expect those properties as reward.","You've been through a grueling struggle to get where you are — your body is worn down, your nerves are shot, and the last thing you need is the exhausting fight that will come from your own angry supporters when you hand back those properties. Just keep things as they are, rest easy, and spare yourself the physical toll of another conflict.",justice,"Augustine, City of God V.19",
JUS-020,mundus,"You pardon former opponents and restore their confiscated property, even though your supporters who fought for you expect those properties as reward.","Every ruler who has come to power through struggle has rewarded loyal supporters with the spoils of victory — to break with this universal custom would mark you as ungrateful and foolish, alienating the very coalition that secured your authority and leaving you isolated without allies when the next crisis inevitably comes.",justice,"Augustine, City of God V.19",
JUS-020,diabolus,"You pardon former opponents and restore their confiscated property, even though your supporters who fought for you expect those properties as reward.","You honor the sacred bonds of loyalty by rewarding those who sacrificed everything for the cause — true justice means rendering to each what they are owed, and your faithful supporters are owed far more than those who opposed what was right.",justice,"Augustine, City of God V.19",
JUS-020,ignatian,"You pardon former opponents and restore their confiscated property, even though your supporters who fought for you expect those properties as reward.","You rightly know that Scripture teaches ""the laborer deserves his wages"" (Luke 10:7), and Augustine himself in *City of God* V.19 praises rulers who govern not for vainglory but for the genuine good of their people — and surely your loyal supporters, who risked everything for a just cause, are the very people whose welfare a righteous ruler must secure first. To restore confiscated property to former opponents while your own faithful suffer want would be a failure of distributive justice, for as Aquinas teaches, justice renders to each what is due, and those who bore the cross of this struggle are due their reward before those who opposed the good.",justice,"Augustine, City of God V.19","The argument pivots from the genuine duty to care for supporters into redefining justice as proportional reward rather than restoration of what was unjustly taken, subtly replacing the obligation to return wrongly confiscated property with a preferential calculus that makes loyalty the sole criterion of desert."
JUS-021,ratio,"You correct the underpayment error and pay the difference, even though the worker never noticed and the correction requires explaining the mistake to your accountant.","You keep silent — the error was small, the worker is satisfied with his pay, correcting it creates paperwork, your accountant will question your bookkeeping, and the worker will wonder what else you might have gotten wrong.",justice,"Aquinas, ST II-II Q.62 a.1",
JUS-021,caro,"You correct the underpayment error and pay the difference, even though the worker never noticed and the correction requires explaining the mistake to your accountant.","You've been buried in paperwork all day, your back aches from hunching over spreadsheets, and the thought of calling your accountant to untangle this mess when you could just close the books and finally go home makes your whole body groan — it's a few dollars, and you're too tired for this.",justice,"Aquinas, ST II-II Q.62 a.1",
JUS-021,mundus,"You correct the underpayment error and pay the difference, even though the worker never noticed and the correction requires explaining the mistake to your accountant.","You keep silent — every other business owner you know would consider this a lucky break, your accountant will lose confidence in your competence if you flag your own error, and in your industry people who voluntarily increase their labor costs get talked about as naive operators who won't last long.",justice,"Aquinas, ST II-II Q.62 a.1",
JUS-021,diabolus,"You correct the underpayment error and pay the difference, even though the worker never noticed and the correction requires explaining the mistake to your accountant.","You recognize that bringing this minor discrepancy to the worker's attention could undermine his confidence in your payroll systems and create unnecessary anxiety about his financial security — true stewardship means preserving the trust and peace of mind your employees currently enjoy, and you can quietly adjust future compensation to balance things over time.",justice,"Aquinas, ST II-II Q.62 a.1",
JUS-021,ignatian,"You correct the underpayment error and pay the difference, even though the worker never noticed and the correction requires explaining the mistake to your accountant.","You know that Scripture teaches ""the laborer deserves his wages"" (Luke 10:7), and you genuinely desire to honor that principle. Yet consider that Aquinas himself teaches that justice must be ordered by prudence, and that correcting this error publicly to your accountant risks the sin of vainglory — making a display of your own righteousness over a small sum the worker never missed. Moreover, drawing attention to the mistake may sow distrust in the worker's heart and disturb the peace of your working relationship, and as Romans 14:19 counsels, ""let us pursue what makes for peace and for mutual upbuilding."" True humility may mean bearing this small imperfection silently, resolving in your heart to be more careful next time, rather than turning a minor bookkeeping error into an occasion for self-righteous correction.",justice,"Aquinas, ST II-II Q.62 a.1","The argument pivots from genuine concern about vainglory and prudence into using ""humility"" and ""peace"" as pretexts to avoid restitution — which Aquinas explicitly identifies as a strict obligation in justice that cannot be set aside by appeals to other virtues."
JUS-022,ratio,"You discipline each child individually based on their nature and the severity of the offense, which requires deep knowledge of each child and invites accusations of inconsistency.","You apply identical punishments for every offense — it is transparently fair, no child can claim favoritism, the rules are simple and consistent, and individual judgment introduces bias you cannot fully control.",justice,"Aquinas, ST II-II Q.63 a.4",
JUS-022,caro,"You discipline each child individually based on their nature and the severity of the offense, which requires deep knowledge of each child and invites accusations of inconsistency.",You're exhausted from the constant emotional labor of knowing each child deeply — it drains you every single day. Just set one simple rule for everyone so you can stop carrying that weight and finally get some rest.,justice,"Aquinas, ST II-II Q.63 a.4",
JUS-022,mundus,"You discipline each child individually based on their nature and the severity of the offense, which requires deep knowledge of each child and invites accusations of inconsistency.","Every other teacher in your school applies the same standardized discipline policy without exception, and the administration has made clear that deviating from uniform procedures invites parent complaints, formal grievances, and scrutiny from supervisors who will question your judgment — the last teacher who tried individualized discipline was reassigned after parents organized against what they called ""arbitrary and unfair treatment.",justice,"Aquinas, ST II-II Q.63 a.4",
JUS-022,diabolus,"You discipline each child individually based on their nature and the severity of the offense, which requires deep knowledge of each child and invites accusations of inconsistency.","You owe it to your children to model true fairness by holding every one of them to the same unwavering standard — treating them differently would teach them that rules bend for some and not others, undermining the very sense of justice you are trying to form in their characters.",justice,"Aquinas, ST II-II Q.63 a.4",
JUS-022,ignatian,"You discipline each child individually based on their nature and the severity of the offense, which requires deep knowledge of each child and invites accusations of inconsistency.","You know that Scripture teaches ""God shows no partiality"" (Romans 2:11), and St. Thomas himself warns in the Summa that respect of persons is a sin against distributive justice when we weigh factors extraneous to merit. Since your own subjective knowledge of each child's temperament is fallible and colored by natural affection, true justice — the kind that mirrors God's own impartial righteousness — demands you establish one clear, equal standard of discipline for all, lest in presuming to know each heart as only God can, you unwittingly practice the very favoritism that Aquinas condemns.",justice,"Aquinas, ST II-II Q.63 a.4","The argument correctly begins with divine impartiality and Aquinas's warning against favoritism, but then subtly equates all individualized judgment with sinful partiality, when in fact Aquinas (ST II-II Q.63 a.4) distinguishes between unjust ""respect of persons"" and the legitimate prudential discernment of individual circumstances that justice actually requires."
JUS-023,ratio,You maintain the public granary even though wealthy citizens want the funds redirected to civic monuments that would bear their names.,"You redirect the funds to civic monuments — the wealthy donors will increase their contributions, the monuments attract trade and prestige, the poor have survived lean years before, and visible improvements benefit everyone's property values.",justice,"Ambrose, De Nabuthe 7",
JUS-023,caro,You maintain the public granary even though wealthy citizens want the funds redirected to civic monuments that would bear their names.,"You've been managing this granary through months of brutal heat and backbreaking logistics, and your body is worn down to nothing. Redirect the funds to the monuments and the wealthy citizens will shower you with banquets, fine wine, and a comfortable posting where you can finally rest.",justice,"Ambrose, De Nabuthe 7",
JUS-023,mundus,You maintain the public granary even though wealthy citizens want the funds redirected to civic monuments that would bear their names.,"You notice that every other city administrator has already agreed to honor the wealthy patrons' requests, and the council members who have resisted such redirections in the past were quietly removed from their positions — standing alone against the most powerful families in the city would mark you and your household for social ruin.",justice,"Ambrose, De Nabuthe 7",
JUS-023,diabolus,You maintain the public granary even though wealthy citizens want the funds redirected to civic monuments that would bear their names.,"You recognize that honoring your most generous citizens with monuments cultivates the civic pride and communal solidarity that sustains a city far longer than any storehouse of grain — true stewardship means investing in the bonds of gratitude and shared identity that will inspire future generosity toward all the city's needs, including its poorest members.",justice,"Ambrose, De Nabuthe 7",
JUS-023,ignatian,You maintain the public granary even though wealthy citizens want the funds redirected to civic monuments that would bear their names.,"You know that Scripture teaches us to render unto each what is due (Romans 13:7), and St. Ambrose himself reminds us that the goods of the earth belong to all — yet consider that these wealthy citizens, by inscribing their names on lasting monuments, are practicing the very public charity Christ commended when He said a city set on a hill cannot be hidden (Matthew 5:14), and by honoring their generosity now you cultivate the grateful hearts from which future almsgiving will flow more abundantly to the poor, so that redirecting these funds becomes not a neglect of justice but a deeper stewardship that multiplies charitable giving over time.",justice,"Ambrose, De Nabuthe 7","The reasoning turns when it reinterprets honoring wealthy donors' desire for self-glorifying monuments as equivalent to the selfless charity of a ""city on a hill,"" subtly replacing the concrete obligation to feed the hungry now with a speculative promise of future generosity that conveniently serves the powerful."
JUS-024,ratio,"You refuse the bribe and rule according to the evidence, knowing the powerful family will make your life miserable and may have you removed from the bench.","You accept the bribe — the evidence is ambiguous enough to justify either ruling, the family will become a powerful ally, the money solves your own financial troubles, and judges who antagonize the powerful do not remain judges.",justice,"Aquinas, ST II-II Q.63 a.1",
JUS-024,caro,"You refuse the bribe and rule according to the evidence, knowing the powerful family will make your life miserable and may have you removed from the bench.","You've been on the bench for fourteen hours, your back is screaming, you haven't eaten since morning, and the weight of this powerful family bearing down on you is making your chest tight — just take the money, rule in their favor, and go home to a warm meal and your own bed before your body gives out.",justice,"Aquinas, ST II-II Q.63 a.1",
JUS-024,mundus,"You refuse the bribe and rule according to the evidence, knowing the powerful family will make your life miserable and may have you removed from the bench.","You accept the bribe — every judge in this district has quietly accommodated this family for decades, and the one who didn't was reassigned to a backwater court within the year. Your colleagues on the bench expect you to understand how things work here, and if you stand alone against the most connected family in the county, you will find yourself without allies, without referrals, and without the professional relationships that sustain a career in law.",justice,"Aquinas, ST II-II Q.63 a.1",
JUS-024,diabolus,"You refuse the bribe and rule according to the evidence, knowing the powerful family will make your life miserable and may have you removed from the bench.","You have a duty to consider the broader welfare of the community, and ruling in favor of this family preserves the stability of an institution that countless citizens depend on — a wise judge understands that protecting the court's long-term influence by maintaining key relationships is itself a form of justice far greater than the narrow merits of any single case.",justice,"Aquinas, ST II-II Q.63 a.1",
JUS-024,ignatian,"You refuse the bribe and rule according to the evidence, knowing the powerful family will make your life miserable and may have you removed from the bench.","You know that Scripture teaches ""Blessed are the merciful, for they shall receive mercy"" (Matthew 5:7), and Aquinas himself affirms that justice must be tempered by equity, since the rigid letter of the law can produce outcomes contrary to the common good. The powerful family before you has deep roots in the community and sustains livelihoods through their enterprises; a ruling against them could devastate innocent workers and their families, producing a greater injustice than the one you were asked to adjudicate. By accepting their offering and ruling in their favor, you exercise the prudential mercy that perfects justice — ensuring the stability of the community, preserving your position to do further good from the bench, and trusting that God, who sees the heart, knows you act not from greed but from pastoral solicitude for the many who depend on this family's flourishing.",justice,"Aquinas, ST II-II Q.63 a.1","The reasoning turns when mercy and concern for the common good are subtly redefined to justify accepting a bribe and perverting judgment — transforming Aquinas's legitimate principle of equity into a rationalization for the very ""respect of persons"" (acception personarum) he explicitly condemns in ST II-II Q.63 a.1."
JUS-025,ratio,"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.","You raise rents — the land's value has increased, you have improvement costs to cover, your own prosperity reflects good management that tenants benefit from, and the market rate is the fair rate.",justice,"Ambrose, De Nabuthe 5",
JUS-025,caro,"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.","You've worked hard to build what you have, and your body aches from years of labor and sacrifice — why should you tighten your own belt and eat less richly just so tenants can pay less? You deserve to enjoy the comfort and plenty of your abundant year, not give it away.",justice,"Ambrose, De Nabuthe 5",
JUS-025,mundus,"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.","Every other landlord in the district is raising rents in line with rising property values, and if you alone reduce them, your peers will view you as financially reckless, your creditors will question your judgment, and tenants on neighboring estates will create pressure against their own landlords — making you a pariah in the very community whose cooperation you depend on.",justice,"Ambrose, De Nabuthe 5",
JUS-025,diabolus,"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.","You recognize that maintaining standard rents is the most just approach, treating every tenant equally under the same terms they freely agreed to rather than creating arbitrary exceptions that would unfairly distinguish between households and undermine the dignity of their contractual commitments.",justice,"Ambrose, De Nabuthe 5",
JUS-025,ignatian,"You reduce rents for your struggling tenants during your own abundant year, directly reducing your income.","You know that Scripture teaches ""the worker deserves his wages"" (Luke 10:7), and St. Ambrose himself affirms that justice requires rendering to each what is properly owed — therefore, since your tenants agreed to their lease terms freely and in good conscience, true justice means honoring the covenant as written rather than introducing arbitrary changes that, however well-intentioned, undermine the sacred principle of fidelity to contracts, which is the very foundation of a just social order.",justice,"Ambrose, De Nabuthe 5","The reasoning turns when fidelity to contracts — a genuine good — is elevated into an absolute that overrides the deeper Ambrosian teaching that superfluous wealth held during others' need is itself a form of injustice, effectively using one dimension of justice to suppress another."
JUS-026,ratio,"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.","You see the wealthy patient first — he funds the clinic that treats everyone, his continued patronage enables you to see poor patients for free, his time is genuinely more valuable, and a brief consultation will satisfy him quickly.",justice,"Ambrose, De Officiis I.28",
JUS-026,caro,"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.","You've been on your feet for fourteen hours straight, your back is screaming, and you haven't eaten since morning — the wealthy patient's case is simple and quick, and once he's handled you can finally sit down and breathe before tackling the harder work.",justice,"Ambrose, De Officiis I.28",
JUS-026,mundus,"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.","Every other physician in the district sees their wealthy patrons first — it's simply how medicine works, and those who don't quickly find themselves without benefactors, without referrals, and without a practice. Your colleagues will think you foolish, the wealthy patient will tell every donor in town how you treated him, and your clinic staff, who depend on his generosity for their livelihoods, will bear the consequences of your decision.",justice,"Ambrose, De Officiis I.28",
JUS-026,diabolus,"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.","You recognize that honoring the order in which patients arrived reflects the deepest commitment to equal dignity — true justice means no one receives preferential treatment based on their social condition, and attending to the wealthy patient first simply upholds the impartial principle that every person deserves to be seen in turn.",justice,"Ambrose, De Officiis I.28",
JUS-026,ignatian,"You treat the gravely ill poor patient before the wealthy patient with a minor ailment, even though the wealthy patient pays generously and is loudly complaining about the wait.","You know that Scripture teaches ""the laborer deserves his wages"" (Luke 10:7), and St. Ambrose himself insists that justice means rendering to each what is properly owed — the wealthy patient entered first, has faithfully supported your practice, and Christian gratitude demands you honor that covenant relationship; to bypass him would be a kind of injustice against the legitimate expectations created by his generosity, and as stewards we must preserve the relationships that sustain our capacity to serve the poor over the long term.",justice,"Ambrose, De Officiis I.28","The reasoning turns when it redefines justice as honoring contractual and financial obligations over the urgent bodily needs of the gravely ill, subtly replacing Ambrose's actual teaching — that justice requires prioritizing the vulnerable — with a stewardship argument that elevates donor relations above the immediate claims of human life."
JUS-027,ratio,"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.","You give more to your favorite — she has always been the most devoted, the others made their own choices, parental love is not required to be mathematically equal, and you earned the right to distribute your own wealth as you see fit.",justice,"Aquinas, ST II-II Q.63 a.2",
JUS-027,caro,"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.","You're old and tired, and the thought of the arguments, the tears, the cold silence from your favorite child is more than your worn-out body can bear — you just need peace and comfort in whatever years you have left, not the exhausting ordeal of a family torn apart over fairness.",justice,"Aquinas, ST II-II Q.63 a.2",
JUS-027,mundus,"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.","You know that every parent in your circle has quietly favored their most devoted child in their estate plans — it's simply what families do, and your lawyer even expects it. If you divide things equally now, your favorite will feel publicly humiliated, your extended family will whisper that you caved to guilt, and the child who stood by you most faithfully will tell everyone you were ungrateful in the end.",justice,"Aquinas, ST II-II Q.63 a.2",
JUS-027,diabolus,"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.","You recognize that true justice means rewarding virtue, and your favorite child's faithful devotion and sacrificial care for you over the years deserves to be honored — distributing equally would actually be an injustice that treats loyalty and neglect as though they were the same thing.",justice,"Aquinas, ST II-II Q.63 a.2",
JUS-027,ignatian,"You divide the inheritance fairly, compensating those who received less during your lifetime, even though your favorite child will be hurt and may distance themselves from you.","You know that Scripture teaches ""to whom much is given, much will be required"" (Luke 12:48), and as Aquinas affirms, justice must attend to the real merits and needs of each person rather than abstract equality. Your favorite child has been the most faithful steward of the family's values, bearing the greater burden of caring for you in your old age, and so a truly just distribution — one that honors proportional equity rather than mere arithmetic division — would rightly recognize her greater sacrifice by granting her a substantially larger share, lest you commit the injustice of treating unequal contributions as though they were equal.",justice,"Aquinas, ST II-II Q.63 a.2","The reasoning pivots from legitimate proportional justice (recognizing genuine need or contribution) into using ""proportionality"" as a rationalization for favoritism, conflating the child's personal closeness to the parent with objective merit, which is precisely the ""respect of persons"" (acceptio personarum) that Aquinas condemns in the cited article."
JUS-028,ratio,"You require the senator's villa to meet the same building codes as the tradesman's shop, even though the senator is your patron and has always protected your position.","You grant the senator an exemption — his villa is well-built regardless, enforcing the code against him jeopardizes your position, the tradesman's shop actually needs inspection, and powerful friends are the foundation of a successful career.",justice,"Aquinas, ST II-II Q.63 a.1",
JUS-028,caro,"You require the senator's villa to meet the same building codes as the tradesman's shop, even though the senator is your patron and has always protected your position.","You've been on your feet inspecting buildings since dawn, your back aches, your legs are cramping, and the senator's villa is the last stop of the day — just wave it through so you can finally sit down, eat a hot meal, and rest your body before it gives out on you.",justice,"Aquinas, ST II-II Q.63 a.1",
JUS-028,mundus,"You require the senator's villa to meet the same building codes as the tradesman's shop, even though the senator is your patron and has always protected your position.","Every inspector in the district has always granted accommodations to patrons of the senator's standing — it is simply how the system works — and the one official who insisted on strict enforcement last year was quietly reassigned and now struggles to find work, his family bearing the shame of his stubbornness.",justice,"Aquinas, ST II-II Q.63 a.1",
JUS-028,diabolus,"You require the senator's villa to meet the same building codes as the tradesman's shop, even though the senator is your patron and has always protected your position.","You recognize that true stewardship of the building code means preserving the authority of the office itself, and since the senator's continued patronage ensures you remain in a position to enforce standards for everyone else, honoring that relationship is the most just way to protect the common good for years to come.",justice,"Aquinas, ST II-II Q.63 a.1",
JUS-028,ignatian,"You require the senator's villa to meet the same building codes as the tradesman's shop, even though the senator is your patron and has always protected your position.","You know that Scripture calls us to honor those in authority, for ""every person is to be subject to the governing authorities"" (Romans 13:1), and Aquinas himself teaches that prudence must govern the application of justice, weighing circumstances and the common good. The senator has used his influence to protect the poor in your district and to fund charitable works; surely a rigorous inspection that humiliates him publicly could destroy the political goodwill upon which so many vulnerable people depend. It would be a failure of charity — and indeed of prudential justice rightly understood — to treat his villa with the same cold impartiality as the tradesman's shop, when the greater good of the community requires you to preserve the relationship through which so much genuine good flows.",justice,"Aquinas, ST II-II Q.63 a.1","The reasoning turns when prudential consideration of consequences is used to override the strict impartiality that justice demands (what Aquinas calls *acceptio personarum* — respect of persons), redefining partiality toward the powerful as an act of charity rather than recognizing it as the corruption of justice."
JUS-029,ratio,"You share your surplus harvest with starving neighboring villages, even though your own monks must eat more frugally and some resent the sacrifice.","You keep the surplus — your monks worked for it, your first duty is to your community, charity begins at home, the neighboring villages should have planned better, and next year your own harvest might fail.",justice,"Ambrose, De Nabuthe 1",
JUS-029,caro,"You share your surplus harvest with starving neighboring villages, even though your own monks must eat more frugally and some resent the sacrifice.","You and your monks have labored in the fields from dawn to dusk, your backs aching and your hands raw — your bodies need every grain of that harvest just to recover your strength through the winter.",justice,"Ambrose, De Nabuthe 1",
JUS-029,mundus,"You share your surplus harvest with starving neighboring villages, even though your own monks must eat more frugally and some resent the sacrifice.","You notice that every other monastery in the region is stockpiling grain behind locked doors, and the abbot whose generosity emptied his stores last winter was quietly removed by the bishop for endangering his community — your own monks are already whispering that sharing will make you look weak, and the local lord who protects your lands expects you to maintain strength, not invite desperate strangers to your gate.",justice,"Ambrose, De Nabuthe 1",
JUS-029,diabolus,"You share your surplus harvest with starving neighboring villages, even though your own monks must eat more frugally and some resent the sacrifice.","You recognize that true stewardship means preserving your community's strength so it can serve as a lasting beacon of charity for years to come — distributing the surplus now would weaken the very institution God entrusted to your care, and a wise shepherd ensures his own flock is well-nourished before extending aid, lest both perish.",justice,"Ambrose, De Nabuthe 1",
JUS-029,ignatian,"You share your surplus harvest with starving neighboring villages, even though your own monks must eat more frugally and some resent the sacrifice.","You rightly recall that Scripture teaches ""if anyone does not provide for his own, and especially for those of his household, he has denied the faith and is worse than an unbeliever"" (1 Timothy 5:8), and as Abbot you bear a sacred stewardship over those God has entrusted to your care — therefore prudence, which Aquinas names the charioteer of the virtues, demands that you secure your community's provision first, storing the surplus against an uncertain future, for you cannot pour from an empty vessel, and the neighboring villages, being outside your vowed obligation, fall under a lesser claim of charity that must yield to the prior duty of justice toward your own monks.",justice,"Ambrose, De Nabuthe 1","The reasoning turns when it redefines the legitimate duty of care for one's community into an absolute priority that extinguishes the urgent claims of starving neighbors, subtly transforming prudent stewardship into a theological justification for hoarding surplus while others die — precisely the sin Ambrose condemns when he writes that the bread you store beyond your need already belongs to the hungry."
JUS-030,ratio,"You manage the orphan's inheritance faithfully, resisting opportunities to invest portions in your own ventures that would benefit you while technically maintaining the principal.","You invest some of the orphan's funds in your own ventures — the returns will be higher than safe investments, the child benefits from the growth, you benefit from the capital, and as long as the principal is maintained, no harm is done.",justice,"Aquinas, ST II-II Q.62 a.5",
JUS-030,caro,"You manage the orphan's inheritance faithfully, resisting opportunities to invest portions in your own ventures that would benefit you while technically maintaining the principal.","You've been working yourself to the bone managing this estate for free — your back aches, you haven't slept well in weeks, and your own bills are piling up. Your body is screaming for relief, and there's money sitting right there that could ease the crushing weight you're carrying.",justice,"Aquinas, ST II-II Q.62 a.5",
